1/1/2015,3.881
2/1/2015,4.664
3/1/2015,6.74
4/1/2015,9.313
5/1/2015,12.312
6/1/2015,14.505
7/1/2015,15.051
8/1/2015,14.755
9/1/2015,12.999
10/1/2015,10.801
11/1/2015,7.433
12/1/2015,5.518
